sseqid,canonical_id,display_name,gbk_type,category,function_class,cassette_role,tier,verification_status,expected_length_min,expected_length_max,organism_context
SPLICIFY_PROMOTER_POL3_H1_CL_PROMOTER_POL3_043,PROMOTER_POL3_H1__CL_PROMOTER_POL3_043,H1,promoter,PROMOTER_POL3,H1,promoter_pol3,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL3_H1_CL_PROMOTER_POL3_044,PROMOTER_POL3_H1__CL_PROMOTER_POL3_044,H1,promoter,PROMOTER_POL3,H1,promoter_pol3,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL3_H1_CL_PROMOTER_POL3_045,PROMOTER_POL3_H1__CL_PROMOTER_POL3_045,H1,promoter,PROMOTER_POL3,H1,promoter_pol3,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL3_H1_CL_PROMOTER_POL3_046,PROMOTER_POL3_H1__CL_PROMOTER_POL3_046,H1,promoter,PROMOTER_POL3,H1,promoter_pol3,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL3_H1_CL_PROMOTER_POL3_047,PROMOTER_POL3_H1__CL_PROMOTER_POL3_047,H1,promoter,PROMOTER_POL3,H1,promoter_pol3,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL3_H1_CL_PROMOTER_POL3_048,PROMOTER_POL3_H1__CL_PROMOTER_POL3_048,H1,promoter,PROMOTER_POL3,H1,promoter_pol3,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL3_H1_CL_PROMOTER_POL3_051,PROMOTER_POL3_H1__CL_PROMOTER_POL3_051,H1,promoter,PROMOTER_POL3,H1,promoter_pol3,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_POL3_H1_CL_PROMOTER_POL3_053,PROMOTER_POL3_H1__CL_PROMOTER_POL3_053,H1,promoter,PROMOTER_POL3,H1,promoter_pol3,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_TERMINATOR_BACTERIAL_RRNB_T1T2_C_4490d222,TERMINATOR_BACTERIAL_RRNB_T1T2__CL_TERMINATOR_BACTERIAL_002,Rrnb T1T2,terminator,TERMINATOR_BACTERIAL,rrnB_T1T2,terminator,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_TERMINATOR_BACTERIAL_RRNB_T1T2_C_39f94c42,TERMINATOR_BACTERIAL_RRNB_T1T2__CL_TERMINATOR_BACTERIAL_003,Rrnb T1T2,terminator,TERMINATOR_BACTERIAL,rrnB_T1T2,terminator,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_TERMINATOR_BACTERIAL_RRNB_T1T2_C_7e745b17,TERMINATOR_BACTERIAL_RRNB_T1T2__CL_TERMINATOR_BACTERIAL_004,Rrnb T1T2,terminator,TERMINATOR_BACTERIAL,rrnB_T1T2,terminator,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_TERMINATOR_BACTERIAL_RRNB_T1T2_C_a980909d,TERMINATOR_BACTERIAL_RRNB_T1T2__CL_TERMINATOR_BACTERIAL_005,Rrnb T1T2,terminator,TERMINATOR_BACTERIAL,rrnB_T1T2,terminator,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_TERMINATOR_BACTERIAL_RRNB_T1T2_C_94213282,TERMINATOR_BACTERIAL_RRNB_T1T2__CL_TERMINATOR_BACTERIAL_006,Rrnb T1T2,terminator,TERMINATOR_BACTERIAL,rrnB_T1T2,terminator,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_TERMINATOR_BACTERIAL_RRNB_T1T2_C_cf56e204,TERMINATOR_BACTERIAL_RRNB_T1T2__CL_TERMINATOR_BACTERIAL_008,Rrnb T1T2,terminator,TERMINATOR_BACTERIAL,rrnB_T1T2,terminator,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_TERMINATOR_BACTERIAL_RRNB_T1T2_C_d5c66b42,TERMINATOR_BACTERIAL_RRNB_T1T2__CL_TERMINATOR_BACTERIAL_009,Rrnb T1T2,terminator,TERMINATOR_BACTERIAL,rrnB_T1T2,terminator,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_3LTR_DEL_daf51145,VIRAL_ELEMENT_LENTI_HIV_3LTR_DELTAU3__CL_VIRAL_ELEMENT_LENTI_013,Hiv 3Ltr Deltau3,misc_feature,VIRAL_ELEMENT_LENTI,HIV_3LTR_deltaU3,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_5LTR_CL__343190d6,VIRAL_ELEMENT_LENTI_HIV_5LTR__CL_VIRAL_ELEMENT_LENTI_011,5' LTR,misc_feature,VIRAL_ELEMENT_LENTI,HIV_5LTR,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_CPPT_CTS_29d5a4df,VIRAL_ELEMENT_LENTI_HIV_CPPT_CTS__CL_VIRAL_ELEMENT_LENTI_020,Hiv Cppt Cts,misc_feature,VIRAL_ELEMENT_LENTI,HIV_cPPT_CTS,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_CPPT_CTS_1b5f2619,VIRAL_ELEMENT_LENTI_HIV_CPPT_CTS__CL_VIRAL_ELEMENT_LENTI_035,Hiv Cppt Cts,misc_feature,VIRAL_ELEMENT_LENTI,HIV_cPPT_CTS,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_CPPT_CTS_7267e4d3,VIRAL_ELEMENT_LENTI_HIV_CPPT_CTS__CL_VIRAL_ELEMENT_LENTI_049,Hiv Cppt Cts,misc_feature,VIRAL_ELEMENT_LENTI,HIV_cPPT_CTS,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_70448c74,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_010,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_02493591,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_012,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_6ef71d24,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_016,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_57f90554,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_017,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_ba14033b,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_021,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_97cda7ac,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_024,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_6dd89388,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_025,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_7a9d022b,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_026,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_bbcb7178,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_027,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_ab3a6505,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_028,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_a453696c,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_029,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_91a7b688,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_037,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_59e8b80a,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_040,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_2c9bf9f4,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_041,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_cc81c098,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_042,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_1c8837e4,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_043,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_05fd2079,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_045,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_PSI_CL_V_eef28b0f,VIRAL_ELEMENT_LENTI_HIV_PSI__CL_VIRAL_ELEMENT_LENTI_047,Hiv Psi,misc_feature,VIRAL_ELEMENT_LENTI,HIV_Psi,viral_element,silver,unverified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_OTHER_VSVG_CL_VIRA_9231b375,VIRAL_ELEMENT_OTHER_VSVG__CL_VIRAL_ELEMENT_OTHER_001,Vsvg,misc_feature,VIRAL_ELEMENT_OTHER,VSVG,unknown,silver,unverified,0,0,u|n|k|n|o|w|n
SPLICIFY_CDS_BLASTR_BSD_VAR3,CDS_BLASTR_BSD__VAR3,BlastR,CDS,CDS_RESISTANCE,BlastR,selection_marker,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_CDS_BLA_TEM1_VAR7,CDS_BLA_TEM1__VAR7,AmpR,CDS,CDS_RESISTANCE,AmpR,selection_marker,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_CDS_CMR_CAT,CDS_CMR_CAT,CmR,CDS,CDS_RESISTANCE,CmR,selection_marker,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_CDS_ERMR_ERMB_VAR4,CDS_ERMR_ERMB__VAR4,Ermr,CDS,CDS_RESISTANCE,ErmR,selection_marker,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_CDS_GENR_AAC3,CDS_GENR_AAC3,GenR,CDS,CDS_RESISTANCE,GenR,selection_marker,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_CDS_HYGROR_HPH_VAR2,CDS_HYGROR_HPH__VAR2,HygroR,CDS,CDS_RESISTANCE,HygroR,selection_marker,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_CDS_KANR_APH3,CDS_KANR_APH3,KanR,CDS,CDS_RESISTANCE,KanR,selection_marker,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_CDS_NEOR_APH3_VAR2,CDS_NEOR_APH3__VAR2,NeoR,CDS,CDS_RESISTANCE,NeoR,selection_marker,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_CDS_NUCLEASE_SPCAS9,CDS_NUCLEASE_SPCAS9,SpCas9,CDS,CDS_NUCLEASE,SpCas9,nuclease,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_PUROR_PAC_VAR2,CDS_PUROR_PAC__VAR2,PuroR,CDS,CDS_RESISTANCE,PuroR,selection_marker,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_CDS_REPORTER_BFP,CDS_REPORTER_BFP,Bfp,CDS,CDS_REPORTER,BFP,reporter,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_REPORTER_CFP_VAR4,CDS_REPORTER_CFP__VAR4,CFP,CDS,CDS_REPORTER,CFP,reporter,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_REPORTER_DSRED_VAR3,CDS_REPORTER_DSRED__VAR3,DsRed,CDS,CDS_REPORTER,DsRed,reporter,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_REPORTER_EGFP_VAR16,CDS_REPORTER_EGFP__VAR16,EGFP,CDS,CDS_REPORTER,EGFP,reporter,gold_seed,verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_REPORTER_LACZ,CDS_REPORTER_LACZ,LacZ,CDS,CDS_REPORTER,LacZ,reporter,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_REPORTER_LUC2,CDS_REPORTER_LUC2,Luc2,CDS,CDS_REPORTER,Luc2,reporter,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_REPORTER_MCHERRY_VAR3,CDS_REPORTER_MCHERRY__VAR3,mCherry,CDS,CDS_REPORTER,mCherry,reporter,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_REPORTER_NANOLUC_VAR2,CDS_REPORTER_NANOLUC__VAR2,Nanoluc,CDS,CDS_REPORTER,NanoLuc,reporter,silver,unverified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_REPORTER_RLUC,CDS_REPORTER_RLUC,Rluc,CDS,CDS_REPORTER,RLuc,reporter,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_REPORTER_TAGRFP_VAR26,CDS_REPORTER_TAGRFP__VAR26,TagRFP,CDS,CDS_REPORTER,TagRFP,reporter,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_REPORTER_TDTOMATO_VAR2,CDS_REPORTER_TDTOMATO__VAR2,Tdtomato,CDS,CDS_REPORTER,tdTomato,reporter,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_REPORTER_YFP_VAR3,CDS_REPORTER_YFP__VAR3,YFP,CDS,CDS_REPORTER,YFP,reporter,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_CDS_SPCR_AADA,CDS_SPCR_AADA,SpecR,CDS,CDS_RESISTANCE,SpecR,selection_marker,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_CDS_TETR_TETR_VAR11,CDS_TETR_TETR__VAR11,TetR,CDS,CDS_RESISTANCE,TetR,selection_marker,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_CDS_ZEOR_SHBLE,CDS_ZEOR_SHBLE,ZeoR,CDS,CDS_RESISTANCE,ZeoR,selection_marker,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_INTRON_IME_CHIMERIC,INTRON_IME_CHIMERIC,chimeric intron,intron,INTRON_IME,chimeric_intron,intron,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_MISC_SIGNAL_F2A,MISC_SIGNAL_F2A,F2A,misc_feature,MISC_SIGNAL,F2A,signal,gold,auto_verified,0,0,u|n|i|v|e|r|s|a|l
SPLICIFY_MISC_SIGNAL_IRES_VAR5,MISC_SIGNAL_IRES__VAR5,IRES,misc_feature,MISC_SIGNAL,IRES,signal,gold,auto_verified,0,0,u|n|i|v|e|r|s|a|l
SPLICIFY_MISC_SIGNAL_P2A,MISC_SIGNAL_P2A,P2A,misc_feature,MISC_SIGNAL,P2A,signal,silver,unverified,0,0,u|n|i|v|e|r|s|a|l
SPLICIFY_MISC_SIGNAL_T2A_VAR8,MISC_SIGNAL_T2A__VAR8,T2A,misc_feature,MISC_SIGNAL,T2A,signal,silver,unverified,0,0,u|n|i|v|e|r|s|a|l
SPLICIFY_ORI_COLE1_PUC_VAR5,ORI_COLE1_PUC__VAR5,ColE1,rep_origin,ORI_BACTERIAL,Pbr322,ori,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_F1_PHAGE_VAR8,ORI_F1_PHAGE__VAR8,f1 ori,rep_origin,ORI_PHAGE,f1_ori,ori_phage,gold,auto_verified,0,0,p|h|a|g|e
SPLICIFY_ORI_P15A,ORI_P15A,p15A,rep_origin,ORI_BACTERIAL,p15A,ori,gold_seed,verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_ORI_PSC101,ORI_PSC101,pSC101,rep_origin,ORI_BACTERIAL,pSC101,ori,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_POLYA_BGH,POLYA_BGH,BGH pA,polyA_signal,POLYA_SIGNAL,BGH_polyA,polya,gold_seed,verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_POLYA_SV40_LATE_VAR7,POLYA_SV40_LATE__VAR7,SV40 pA,polyA_signal,POLYA_SIGNAL,SV40_late_polyA,polya,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_BACT_LAC_VAR4,PROMOTER_BACT_LAC__VAR4,lac,promoter,PROMOTER_BACTERIAL,lac_promoter,promoter,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_PROMOTER_BACT_SP6_VAR4,PROMOTER_BACT_SP6__VAR4,SP6,promoter,PROMOTER_BACTERIAL,SP6_promoter,promoter,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_PROMOTER_BACT_T7_VAR4,PROMOTER_BACT_T7__VAR4,T7,promoter,PROMOTER_BACTERIAL,T7_promoter,promoter,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_PROMOTER_BACT_TAC_VAR2,PROMOTER_BACT_TAC__VAR2,tac,promoter,PROMOTER_BACTERIAL,tac_promoter,promoter,silver,unverified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_PROMOTER_CMV_ENH_PROM_VAR7,PROMOTER_CMV_ENH_PROM__VAR7,CMV promoter,promoter,PROMOTER_POL2,CMV_enhancer_promoter,promoter,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_PROMOTER_U6_HUMAN_VAR24,PROMOTER_U6_HUMAN__VAR24,U6,promoter,PROMOTER_POL3,U6_human,promoter_pol3,gold,auto_verified,0,0,m|a|m|m|a|l|i|a|n
SPLICIFY_TERMINATOR_BACT_T7,TERMINATOR_BACT_T7,T7 terminator,terminator,TERMINATOR_BACTERIAL,T7_terminator,terminator,gold,auto_verified,0,0,b|a|c|t|e|r|i|a|l
SPLICIFY_VIRAL_ELEMENT_AAV_ITR_AAV2_VAR4,VIRAL_ELEMENT_AAV_ITR_AAV2__VAR4,AAV2 ITR,misc_feature,VIRAL_ELEMENT_AAV,AAV_ITR,viral_element,silver,unverified,0,0,a|a|v
SPLICIFY_VIRAL_ELEMENT_LENTI_HIV_RRE,VIRAL_ELEMENT_LENTI_HIV_RRE,RRE,misc_feature,VIRAL_ELEMENT_LENTI,HIV_RRE,viral_element,gold,auto_verified,0,0,l|e|n|t|i|v|i|r|a|l
SPLICIFY_VIRAL_ELEMENT_LENTI_WPRE,VIRAL_ELEMENT_LENTI_WPRE,WPRE,misc_feature,VIRAL_ELEMENT_LENTI,WPRE,viral_element,gold,auto_verified,0,0,l|e|n|t|i|v|i|r|a|l
